time,frame_idx,dx,dy,theta,theta_px,scale,scale_delta,shear,inlier_ratio,fit_error,num_tracks,num_inliers,x_path,y_path,theta_path,x_res,y_res,theta_res,theta_res_px,vx,vy,vtheta,vtheta_px,ax,ay,atheta,atheta_px,jerk_x,jerk_y,jerk_theta,jerk_theta_px,shake_energy,jerk_energy,valid
0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016238264442460862,0.16475952471788877,-1.9725393886810333e-05,-0.012624252087558612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16603841109254847,0.0,1.0
0.033333335,1,0.0005055933790140871,0.009306313214295097,-3.585780381010265e-05,-0.022948994438465698,0.9999926243546639,-7.375645336149539e-06,0.0,1.0,0.014755298383533955,1331.0,1331.0,0.0005055933790140871,0.009306313214295097,-3.585780381010265e-05,0.0019258161990616226,0.0307654873273984,-1.1767668012281136e-05,-0.007531307527859927,-0.01431244824339924,-0.13399403739049037,7.957725874529197e-06,0.005092944559698686,-0.01431244824339924,-0.13399403739049037,7.957725874529197e-06,0.005092944559698686,-0.01431244824339924,-0.13399403739049037,7.957725874529197e-06,0.005092944559698686,0.03173238994472492,0.13485246128718703,1.0
0.06666667,2,-0.001103607332645669,0.009409357402745098,-2.9768790505995285e-05,-0.019052025923836983,0.9999954032856369,-4.596714363147569e-06,0.0,1.0,0.014488812536001205,1333.0,1333.0,-0.0005980139536315819,0.018715670617040193,-6.562659431609793e-05,-0.004833543519276181,-0.0857919403515085,8.749564936274824e-06,0.005599721559215887,-0.006759359718337804,-0.1165574276789069,2.051723294855596e-05,0.013131029087075814,0.0075530885250614365,0.01743660971158348,1.2559507074026763e-05,0.008038084527377129,0.021865536768460675,0.15143064710207385,4.601781199497566e-06,0.002945139967678442,0.08611026102486437,0.15302946261865705,1.0
0.1,3,-0.011343959365171023,0.058325669233221786,-5.3792414673969434e-05,-0.03442714539134044,1.000022651292087,2.265129208689487e-05,0.0,1.0,0.04437951743602753,1329.0,1329.0,-0.011941973318802604,0.07704133985026199,-0.00011941900899006737,-0.01286462377883782,-0.1367294633628116,1.1386741294424935e-05,0.0072875144284319585,-0.008031080259561639,-0.05093752301130311,2.637176358150111e-06,0.001687792869216071,-0.0012717205412238353,0.06561990466760378,-1.788005659040585e-05,-0.011443236217859743,-0.008824809066285272,0.048183294956020306,-3.043956366443261e-05,-0.019481320745236872,0.13752655221082977,0.05271649671453935,1.0
0.13333334,4,-0.013834301581460528,0.09821735143768275,-7.181438316524472e-05,-0.04596120522575662,1.0000170542979536,1.7054297953622566e-05,0.0,1.0,0.06017116457223892,1319.0,1319.0,-0.02577627490026313,0.17525869128794475,-0.0001912333921553121,-0.014611072508807124,-0.13170168401853316,1.8185905465170171e-06,0.001163897949770891,-0.001746448729969305,0.005027779344278449,-9.568150747907918e-06,-0.0061236164786610675,0.006284631529592334,0.05596530235558156,-1.2205327106058029e-05,-0.007811409347877139,0.0075563520708161695,-0.009654602312022226,5.6747294843478195e-06,0.0036318268699826045,0.13251479793446713,0.012786710633894879,1.0
0.16666667,5,-0.02076252542744042,0.13323983109801094,-6.965958026624222e-05,-0.04458213137039502,1.0000536013330266,5.3601333026565e-05,0.0,1.0,0.06468833237886429,1330.0,1330.0,-0.04653880032770355,0.30849852238595565,-0.0002608929724215543,-0.01470442908429416,-0.07620777754881247,-1.050421095222763e-07,-6.722695009425683e-05,-9.33565754870358e-05,0.05549390646972069,-1.9236326560392934e-06,-0.0012311248998651478,0.001653092154482269,0.05046612712544224,7.644518091868625e-06,0.00489249157879592,-0.004631539375110065,-0.005499175230139319,1.9849845197926654e-05,0.012703900926673058,0.07761346605510631,0.0145973005706431,1.0
0.2,6,-0.016894989360758457,0.12432485249674492,-6.80974049103479e-05,-0.043582339142622654,1.0000487629652604,4.876296526035162e-05,0.0,1.0,0.06165546923875809,1303.0,1303.0,-0.063433789688462,0.43282337488270056,-0.0003289903773319022,-0.002542591338056739,-0.014815174901250117,4.696289590847772e-06,0.0030056253381425743,0.01216183774623742,0.061392602647562355,4.801331700370049e-06,0.003072852288236831,0.012255194321724457,0.005898696177841667,6.724964356409342e-06,0.004303977188101979,0.010602102167242188,-0.04456743094760057,-9.195537354592825e-07,-0.0005885143906939408,0.015329317066988903,0.04581491919475402,1.0
0.23333333,7,-0.03287311437717014,0.07926334851371625,-5.9003455757100236e-05,-0.03776221168454415,1.00011783194755,0.00011783194755010662,0.0,1.0,0.05523819103837013,1323.0,1323.0,-0.09630690406563214,0.5120867233964168,-0.0003879938330890024,0.0018351219013918174,0.015699625856384736,2.3427433252629375e-05,0.0149935572816828,0.0043777132394485566,0.030514800757634852,1.8731143661781602e-05,0.011987931943540225,-0.007784124506788864,-0.030877801889927503,1.3929811961411554e-05,0.008915079655303394,-0.02003931882851332,-0.03677649806776917,7.2048476050022114e-06,0.004611102467201415,0.02178652529391815,0.04213487124938759,1.0
0.26666668,8,-0.03946331927175285,0.08374536340446952,-0.0001031008219039778,-0.06598452601854579,1.0001138061548922,0.00011380615489220425,0.0,1.0,0.05788062512874603,1301.0,1301.0,-0.13577022333738498,0.5958320868008863,-0.0004910946549929802,0.007622973010460776,0.06425017091186747,2.5701473833463287e-06,0.0016448943253416504,0.005787851109068959,0.04855054505548273,-2.0857285869283046e-05,-0.01334866295634115,0.0014101378696204023,0.018035744297847878,-3.958842953106465e-05,-0.025336594899881375,0.009194262376409267,0.04891354618777538,-5.35182414924762e-05,-0.03425167455518477,0.06472171086323301,0.06041727129839763,1.0
0.3,9,-0.05633309343197496,0.038800862414530846,-9.235600693186422e-05,-0.059107844436393095,1.0001998374041896,0.00019983740418960672,0.0,1.0,0.0556989349424839,1303.0,1303.0,-0.19210331676935993,0.6346329492154171,-0.0005834506619248444,0.004347734978091045,0.08077997169849982,-3.3603130903613575e-06,-0.002150600377831269,-0.0032752380323697317,0.016529800786632354,-5.930460473707686e-06,-0.003795494703172919,-0.00906308914143869,-0.032020744268850376,1.492682539557536e-05,0.00955316825316823,-0.010473227011059093,-0.050056488566698254,5.451525492664001e-05,0.034889763153049605,0.08092547008844173,0.061908287850085696,1.0
